X.,Game,Release.date,Price,Score.rank,Userscore...Metascore,Owners,Playtime,Median,Developer.s,Publisher.s
385,Dominions 4: Thrones of Ascension,5-Dec-13,34.99,0.77,90,"50,000?..?100,000",00:37,00:12,Illwinter Game Design,Illwinter Game Design
100,Poker Night 2,26-Apr-13,NA,0.6,84/75,"500,000?..?1,000,000",00:36,00:52,Telltale Games,Telltale Games
84,Eldritch,21-Oct-13,14.99,0.71,88/77,"200,000?..?500,000",00:35,00:45,Minor Key Games,Minor Key Games
258,Cities XL Platinum,6-Feb-13,9.99,0.15,55,"200,000?..?500,000",00:34,00:22,Focus Home Interactive,Focus Home Interactive
444,Broken Sword 5 - the Serpent's Curse,4-Dec-13,24.99,0.68,87,"200,000?..?500,000",00:32,00:36,Revolution Software Ltd,Revolution Software Ltd
314,Receiver,29-Apr-13,4.99,0.66,86,"500,000?..?1,000,000",00:31,00:50,Wolfire Games,Wolfire Games
61,Ragnarok Online,31-Oct-13,0,0.45,77/79,"500,000?..?1,000,000",00:31,00:38,Gravity Interactive,Gravity Interactive
507,Super Amazing Wagon Adventure,17-Oct-13,2.99,0.93,95,"100,000?..?200,000",00:31,00:20,sparsevector,sparsevector
70,Samurai Gunn,10-Dec-13,14.99,0.9,94/78,"20,000?..?50,000",00:31,00:20,Teknopants,Maxistentialism
71,Soundodger+,11-Oct-13,7.99,0.8,91/78,"50,000?..?100,000",00:31,00:16,Studio Bean,Adult Swim Games
299,Edna & Harvey: The Breakout,25-Oct-13,14.99,0.56,82,"200,000?..?500,000",00:30,00:20,Daedalic Entertainment,Daedalic Entertainment
189,Journey of a Roach,4-Nov-13,6.99,0.71,88/65,"100,000?..?200,000",00:30,00:10,"Koboldgames, Daedalic Entertainment",Daedalic Entertainment
82,Rise of Flight United,5-Sep-13,0,0.13,53/77,"200,000?..?500,000",00:29,00:09,777 Studios,1C-777
333,Castle of Illusion,4-Sep-13,14.99,0.74,89,"100,000?..?200,000",00:28,00:18,"SEGA Studios Australia, Feral Interactive,Mac","SEGA, Feral Interactive,Mac"
304,FORCED: Slightly Better Edition,24-Oct-13,14.99,0.41,75,"500,000?..?1,000,000",00:28,00:09,BetaDwarf,BetaDwarf
156,Megabyte Punch,15-Oct-13,14.99,0.84,92/69,"200,000?..?500,000",00:28,00:09,Team Reptile,Team Reptile
113,The Bridge,22-Feb-13,9.99,0.74,89/74,"500,000?..?1,000,000",00:27,00:24,"Ty Taylor and Mario Castañeda, The Quantum Astrophysicists Guild",The Quantum Astrophysicists Guild
388,Blood Omen 2: Legacy of Kain,24-Sep-13,6.99,0.3,68,"100,000?..?200,000",00:27,00:09,,Square Enix
513,"Cook, Serve, Delicious!",8-Oct-13,9.99,0.93,95,"200,000?..?500,000",00:26,00:34,Vertigo Gaming Inc.,Vertigo Gaming Inc.
379,Farming Simulator 2013 Titanium Edition,9-Oct-13,14.99,0.77,90,"200,000?..?500,000",00:26,00:33,Giants Software,Giants Software
367,Vector,3-Dec-13,6.99,0.71,88,"20,000?..?50,000",00:26,00:12,,Nekki GmbH
2,System Shock 2,10-May-13,9.99,0.9,94/92,"500,000?..?1,000,000",00:25,00:36,"Irrational Games, Looking Glass Studios",Nightdive Studios
158,Ironclad Tactics,18-Sep-13,14.99,0.47,78/69,"50,000?..?100,000",00:23,00:08,Zachtronics,Zachtronics
411,Savant - Ascent,4-Dec-13,1.99,0.9,94,"200,000?..?500,000",00:23,00:07,D-Pad Studio,
317,Pinball Arcade,4-Nov-13,0,0.38,73,"500,000?..?1,000,000",00:22,00:12,FarSight Studios,FarSight Studios
392,Daikatana,1-Oct-13,6.99,0.24,64,"200,000?..?500,000",00:22,00:07,,Square Enix
461,Super Sanctum TD,9-May-13,4.99,0.68,87,"100,000?..?200,000",00:22,00:07,Coffee Stain Studios,Coffee Stain Publishing
373,Shufflepuck Cantina Deluxe,6-Dec-13,9.99,0.71,88,"100,000?..?200,000",00:20,00:06,Agharta Studio,Agharta Studio
421,Helmet Heroes,10-Mar-13,0,0.09,45,"100,000?..?200,000",00:18,00:11,Helmet Games,Helmet Games
180,DuckTales: Remastered,13-Aug-13,14.99,0.66,86/66,"200,000?..?500,000",00:18,00:06,WayForward,Capcom
504,Pool Nation,18-Oct-13,6.99,0.77,90,"200,000?..?500,000",00:17,00:11,Cherry Pop Games,Cherry Pop Games
67,Race The Sun,9-Dec-13,9.99,0.9,94/79,"500,000?..?1,000,000",00:16,00:27,Flippfly LLC,Flippfly LLC
432,YOU DON'T KNOW JACK Vol. 4 The Ride,5-Nov-13,2.99,0.71,88,"20,000?..?50,000",00:16,00:15,"Jackbox Games, Inc.","Jackbox Games, Inc."
312,3079 -- Block Action RPG,14-Nov-13,4.99,0.12,51,"50,000?..?100,000",00:16,00:05,Phr00t's Software,Phr00t's Software
284,YOU DON'T KNOW JACK Vol. 1 XL,5-Nov-13,2.99,0.49,79,"50,000?..?100,000",00:15,00:13,"Jackbox Games, Inc.","Jackbox Games, Inc."
116,BIT.TRIP FATE,11-Jul-13,9.99,0.22,62/74,"20,000?..?50,000",00:15,00:05,Gaijin Games,Gaijin Games
386,FINAL FANTASY VIII,5-Dec-13,11.99,0.74,89,"500,000?..?1,000,000",00:13,00:04,Square Enix,Square Enix
140,Surgeon Simulator,19-Apr-13,9.99,0.56,82/71,"1,000,000?..?2,000,000",00:12,00:12,Bossa Studios,Bossa Studios
239,X Rebirth,15-Nov-13,29.99,0.06,39/33,"200,000?..?500,000",00:12,00:07,Egosoft,Egosoft
338,PlayClaw 5 - Game Recording and Streaming,10-Sep-13,39.99,0.27,66,"0?..?20,000",00:12,00:07,,
332,Super Puzzle Platformer Deluxe,24-May-13,7.99,0.9,94,"50,000?..?100,000",00:11,00:06,Andrew Morrish,Adult Swim Games
20,Trials Evolution: Gold Edition,21-Mar-13,19.99,0.43,76/85,"200,000?..?500,000",00:11,00:03,"Redlynx Ltd, Ubisoft Shanghaï",Ubisoft
506,Driver Fusion - The Best Driver & Device Solution,6-May-13,0,0.28,67,"0?..?20,000",00:10,00:06,Treexy,Treexy
450,DisplayFusion,29-Mar-13,34.99,0.84,92,"100,000?..?200,000",00:10,00:03,Binary Fortress Software,Binary Fortress Software
263,Organ Trail: Director's Cut,19-Mar-13,4.99,0.74,89,"200,000?..?500,000",00:09,00:05,The Men Who Wear Many Hats,The Men Who Wear Many Hats
107,Cubetractor,29-May-13,9.99,0.74,89/75,"200,000?..?500,000",00:08,00:02,Ludochip,Ludochip
227,Alien Rage - Unlimited,24-Sep-13,19.99,0.34,71/52,"200,000?..?500,000",00:08,00:02,CI Games,CI Games
111,Incredipede,18-Mar-13,9.99,0.47,78/74,"100,000?..?200,000",00:08,00:02,Colin Northway with art by Thomas Shahan,Northway Games
138,The Inner World,27-Sep-13,14.99,0.84,92/72,"100,000?..?200,000",00:08,00:02,Studio Fizbin,Headup Games
185,Alone in the Dark: The New Nightmare,29-Oct-13,6.99,0.19,60/66,"20,000?..?50,000",00:08,00:02,"Darkworks, Spiral House",THQ Nordic
289,Omegalodon,20-Sep-13,9.99,0.22,62,"20,000?..?50,000",00:08,00:02,North of Earth,North of Earth
60,FATE,12-Dec-13,7.99,0.84,92/80,"100,000?..?200,000",00:07,00:02,WildTangent,WildTangent
83,Angry Video Game Nerd Adventures,20-Sep-13,4.99,0.77,90/77,"100,000?..?200,000",00:06,00:02,FreakZone Games,Screenwave Media
463,Ys I & II Chronicles+,14-Feb-13,14.99,0.71,88,"100,000?..?200,000",00:06,00:02,Nihon Falcom,XSEED Games
275,RPG Maker XP,13-Dec-13,24.99,0.77,90,"20,000?..?50,000",00:05,00:03,KADOKAWA,Degica
301,Viscera Cleanup Detail: Shadow Warrior,11-Oct-13,NA,0.49,79,"200,000?..?500,000",00:05,00:02,RuneStorm,Devolver Digital
40,Desktop Dungeons,7-Nov-13,14.99,0.77,90/82,"100,000?..?200,000",00:05,00:01,QCF Design,QCF Design
410,PAC-MAN Championship Edition DX+,24-Sep-13,9.99,0.95,96,"200,000?..?500,000",00:04,00:02,"Mine Loader Software Co., Ltd.",BANDAI NAMCO Entertainment
416,Ragnarok Online 2,1-May-13,0,0.18,59,"1,000,000?..?2,000,000",00:03,00:02,"Gravity, Inc.",Gravity Interactive
164,The Cave,23-Jan-13,14.99,0.66,86/68,"200,000?..?500,000",00:03,00:01,Double Fine Productions,Double Fine Productions
55,Wargame: Airland Battle,29-May-13,19.99,0.71,88/80,"500,000?..?1,000,000",00:02,00:00,Eugen Systems,Focus Home Interactive
348,Urban Chaos,15-Oct-13,6.99,0.47,78,"20,000?..?50,000",00:02,00:00,,"Square Enix, Eidos Interactive"
74,Teleglitch: Die More Edition,24-Jul-13,12.99,0.77,90/78,"500,000?..?1,000,000",00:01,00:00,Test3 Projects,Paradox Interactive
31,Silent Storm Gold Edition,2-Oct-13,9.99,0.77,90/83,"200,000?..?500,000",00:01,00:00,Nival,THQ Nordic
150,Papo & Yo,18-Apr-13,14.99,0.93,95/70,"200,000?..?500,000",00:01,00:00,Minority Media Inc.,Minority Media
220,POSTAL,21-Mar-13,1.99,0.6,84/56,"200,000?..?500,000",00:01,00:00,Running With Scissors,Running With Scissors
86,Element4l,24-May-13,8.99,0.6,84/77,"50,000?..?100,000",00:01,00:00,I-Illusions,I-Illusions
422,Wizardry 7: Crusaders of the Dark Savant,10-Sep-13,4.99,0.74,89,"50,000?..?100,000",00:01,00:00,Sir-Tech,"Gamepot, Inc., Nightdive Studios"
499,Eleusis,16-Oct-13,14.99,0.22,62,"20,000?..?50,000",00:01,00:00,Nocturnal works,Nocturnal works
15,Gone Home,15-Aug-13,14.99,0.43,76/86,"500,000?..?1,000,000",00:00,00:00,Fullbright,Fullbright
219,Guardians of Middle-earth,29-Aug-13,19.99,0.03,27/56,"500,000?..?1,000,000",00:00,00:00,Zombie Studios,Warner Bros. Interactive Entertainment
279,Kingdom Wars,1-Apr-13,0,0.28,67,"500,000?..?1,000,000",00:00,00:00,Reverie World Studios,
343,Sid Meier?�s Ace Patrol: Pacific Skies,5-Nov-13,4.99,0.31,69,"500,000?..?1,000,000",00:00,00:00,Firaxis Games,2K
409,Sid Meier?�s Ace Patrol,27-Aug-13,4.99,0.38,73,"500,000?..?1,000,000",00:00,00:00,Firaxis Games,2K
441,Soldier Front 2,3-Jul-13,0,0.49,79,"500,000?..?1,000,000",00:00,00:00,Dragonfly,Aeria Games
16,Startopia,10-Oct-13,6.99,0.74,89/86,"200,000?..?500,000",00:00,00:00,,Square Enix
30,Starseed Pilgrim,16-Apr-13,5.99,0.43,76/83,"200,000?..?500,000",00:00,00:00,Droqen,Droqen's Games
36,Joe Danger 2: The Movie,24-Jun-13,14.99,0.6,84/82,"200,000?..?500,000",00:00,00:00,Hello Games,Hello Games
49,Proteus,30-Jan-13,9.99,0.49,79/80,"200,000?..?500,000",00:00,00:00,Ed Key and David Kanaga,Twisted Tree
68,Weird Worlds: Return to Infinite Space,19-Mar-13,4.99,0.34,71/79,"200,000?..?500,000",00:00,00:00,Digital Eel,Digital Eel
69,Sang-Froid - Tales of Werewolves,5-Apr-13,0,0.68,87/79,"200,000?..?500,000",00:00,00:00,Artifice Studio,Artifice Studio
80,Anachronox,17-Oct-13,6.99,0.51,80/77,"200,000?..?500,000",00:00,00:00,,Square Enix
93,SteamWorld Dig,5-Dec-13,9.99,0.87,93/76,"200,000?..?500,000",00:00,00:00,Image & Form Games,Image & Form Games
103,The Night of the Rabbit,28-May-13,19.99,0.77,90/75,"200,000?..?500,000",00:00,00:00,Daedalic Entertainment,Daedalic Entertainment
108,Nihilumbra,25-Oct-13,7.99,0.74,89/75,"200,000?..?500,000",00:00,00:00,BeautiFun Games,BeautiFun Games
127,Divekick,20-Aug-13,4.99,0.77,90/73,"200,000?..?500,000",00:00,00:00,Iron Galaxy,Iron Galaxy
134,The Journey Down: Chapter One,9-Jan-13,8.99,0.68,87/72,"200,000?..?500,000",00:00,00:00,SkyGoblin,SkyGoblin
146,Bionic Dues,8-Oct-13,9.99,0.63,85/71,"200,000?..?500,000",00:00,00:00,"Arcen Games, LLC","Arcen Games, LLC"
172,Rise of the Triad,31-Jul-13,14.99,0.31,69/67,"200,000?..?500,000",00:00,00:00,"Slipgate Studios??,Apogee Software""",
183,Strike Suit Zero,23-Jan-13,19.99,0.51,80/66,"200,000?..?500,000",00:00,00:00,Born Ready Games Ltd.,Born Ready Games
193,Dragon's Prophet,18-Sep-13,0,0.31,69/63,"200,000?..?500,000",00:00,00:00,Runewaker,Infernum Productions AG
196,Sniper Elite: Nazi Zombie Army,28-Feb-13,14.99,0.71,88/62,"200,000?..?500,000",00:00,00:00,Rebellion,Rebellion
208,Mars: War Logs,26-Apr-13,14.99,0.36,72/59,"200,000?..?500,000",00:00,00:00,Spiders,Focus Home Interactive
213,Space Hulk,15-Aug-13,24.99,0.31,69/58,"200,000?..?500,000",00:00,00:00,Full Control Studios,Full Control
216,God Mode,19-Apr-13,9.99,0.31,69/58,"200,000?..?500,000",00:00,00:00,Old School Games,ATLUS USA
307,Dungeon-Party,13-Mar-13,0,0.07,40,"200,000?..?500,000",00:00,00:00,Cyanide Studio,Bigben Interactive
339,Monster Loves You!,18-Mar-13,9.99,0.41,75,"200,000?..?500,000",00:00,00:00,"Radial Games Corp, Dejobaan Games, LLC",Radial Games Corp
340,Wasteland 1 - The Original Classic,13-Nov-13,5.99,0.53,81,"200,000?..?500,000",00:00,00:00,inXile Entertainment,inXile Entertainment
341,Toki Tori 2+,11-Jul-13,14.99,0.66,86,"200,000?..?500,000",00:00,00:00,Two Tribes,Two Tribes
356,Champions of Regnum,27-Feb-13,0,0.21,61,"200,000?..?500,000",00:00,00:00,NGD Studios,NGD Studios
364,King Bounty: Legions,10-Dec-13,0,0.12,51,"200,000?..?500,000",00:00,00:00,Nival,Nival
366,Iesabel,11-Oct-13,4.99,0.03,25,"200,000?..?500,000",00:00,00:00,,Forever Entertainment S. A.
412,Talisman: Prologue,14-Oct-13,6.99,0.3,68,"200,000?..?500,000",00:00,00:00,Nomad Games,Nomad Games
430,Professional Farmer 2014,27-Nov-13,14.99,0.09,45,"200,000?..?500,000",00:00,00:00,PlayWay S.A.,United Independent Entertainment GmbH
469,LOST PLANET 3,26-Aug-13,24.99,0.22,62,"200,000?..?500,000",00:00,00:00,Spark Unlimited,Capcom
23,Wizardry 8,10-Sep-13,9.99,0.84,92/85,"100,000?..?200,000",00:00,00:00,Sir-Tech Canada,"Gamepot, Inc., Nightdive Studios"
26,Giana Sisters: Twisted Dreams - Rise of the Owlverlord,26-Sep-13,4.99,0.66,86/84,"100,000?..?200,000",00:00,00:00,Black Forest Games,"HandyGames, Black Forest Games"
32,Valdis Story: Abyssal City,30-Oct-13,14.99,0.6,84/83,"100,000?..?200,000",00:00,00:00,,Endlessfluff Games
42,The Cat Lady,4-Dec-13,9.99,0.84,92/81,"100,000?..?200,000",00:00,00:00,Harvester Games,Screen 7
92,Syder Arcade,24-Oct-13,9.99,0.68,87/76,"100,000?..?200,000",00:00,00:00,Studio Evil,Studio Evil
95,Kairo,24-Apr-13,4.99,0.41,75/76,"100,000?..?200,000",00:00,00:00,Locked Door Puzzle,Lupus Studios Limited
101,Anodyne,22-Mar-13,9.99,0.71,88/75,"100,000?..?200,000",00:00,00:00,"Sean Han Tani, Marina Kittaka",Analgesic Productions
118,Super Splatters,26-Jun-13,9.99,0.74,89/73,"100,000?..?200,000",00:00,00:00,SpikySnail,SpikySnail
122,Guncraft,9-Aug-13,14.99,0.11,50/73,"100,000?..?200,000",00:00,00:00,Exato Games Studio,Reverb Triple XP
124,CastleStorm,29-Jul-13,9.99,0.74,89/73,"100,000?..?200,000",00:00,00:00,Zen Studios,Zen Studios
135,Skulls of the Shogun,29-Jul-13,9.99,0.8,91/72,"100,000?..?200,000",00:00,00:00,17-BIT,17-BIT
142,Lilly Looking Through,1-Nov-13,9.99,0.49,79/71,"100,000?..?200,000",00:00,00:00,Geeta Games,
159,Thunder Wolves,15-May-13,9.99,0.74,89/69,"100,000?..?200,000",00:00,00:00,Most Wanted Entertainment,HandyGames
163,A Valley Without Wind 2,18-Feb-13,14.99,0.1,48/68,"100,000?..?200,000",00:00,00:00,"Arcen Games, LLC","Arcen Games, LLC"
167,Cubemen 2,8-Apr-13,7.99,0.34,71/68,"100,000?..?200,000",00:00,00:00,3 Sprockets,3 Sprockets
169,Ittle Dew,23-Jul-13,9.99,0.84,92/67,"100,000?..?200,000",00:00,00:00,Ludosity,Ludosity
184,The Novelist,10-Dec-13,9.99,0.53,81/66,"100,000?..?200,000",00:00,00:00,Orthogonal Games,
191,Skyward Collapse,23-May-13,4.99,0.09,45/64,"100,000?..?200,000",00:00,00:00,"Arcen Games, LLC","Arcen Games, LLC"
204,StarDrive,26-Apr-13,29.99,0.07,41/61,"100,000?..?200,000",00:00,00:00,Zero Sum Games,Iceberg Interactive
214,Prime World: Defenders,5-Jun-13,9.99,0.49,79/58,"100,000?..?200,000",00:00,00:00,Nival,Nival
218,Two Brothers,3-Dec-13,NA,0.03,30/57,"100,000?..?200,000",00:00,00:00,Ackk Studios,Ackk Studios
222,Darkout,4-Dec-13,14.99,0.14,54/55,"100,000?..?200,000",00:00,00:00,Allgraf,KISS ltd
223,Deadfall Adventures,15-Nov-13,19.99,0.36,72/53,"100,000?..?200,000",00:00,00:00,The Farm 51,THQ Nordic
224,Speedball 2 HD,5-Dec-13,9.99,0.31,69/53,"100,000?..?200,000",00:00,00:00,Vivid Games,Mastertronic
233,Impire,14-Feb-13,19.99,0.09,45/45,"100,000?..?200,000",00:00,00:00,Cyanide Montreal,Paradox Interactive
243,Unholy Heights,4-Oct-13,3.99,0.77,90,"100,000?..?200,000",00:00,00:00,Petit Depotto,AGM PLAYISM
245,1953 - KGB Unleashed,20-Sep-13,5.99,0.23,63,"100,000?..?200,000",00:00,00:00,,United Independent Entertainment GmbH
257,Huntsman: The Orphanage(Halloween Edition),13-Sep-13,9.99,0.05,37,"100,000?..?200,000",00:00,00:00,ShadowShifters,ShadowShifters
267,Bleed,3-Jul-13,4.99,0.84,92,"100,000?..?200,000",00:00,00:00,Ian Campbell,Ian Campbell
273,Another World ??20th Anniversary Edition,4-Apr-13,9.99,0.63,85,"100,000?..?200,000",00:00,00:00,"Eric Chahi, DotEmu",The Digital Lounge
292,Bridge Project,28-Mar-13,19.99,0.1,48,"100,000?..?200,000",00:00,00:00,Halycon Media GmbH & Co. KG,THQ Nordic
300,Jack Lumber,30-Apr-13,4.99,0.66,86,"100,000?..?200,000",00:00,00:00,Owlchemy Labs,Owlchemy Labs
326,Chainsaw Warrior,7-Oct-13,4.99,0.3,68,"100,000?..?200,000",00:00,00:00,Auroch Digital,Auroch Digital
328,Marlow Briggs and the Mask of Death,20-Sep-13,4.99,0.8,91,"100,000?..?200,000",00:00,00:00,Zootfly,505 Games
344,Rush Bros.,24-May-13,9.99,0.24,64,"100,000?..?200,000",00:00,00:00,XYLA Entertainment,Digital Tribe
363,Omikron: The Nomad Soul,26-Sep-13,9.99,0.43,76,"100,000?..?200,000",00:00,00:00,Quantic Dream,Square Enix
375,Type:Rider,6-Nov-13,4.99,0.56,82,"100,000?..?200,000",00:00,00:00,Ex Nihilo,Plug In Digital
401,Finding Teddy,3-Dec-13,6.99,0.56,82,"100,000?..?200,000",00:00,00:00,Storybird,"LookAtMyGame, Plug In Digital"
433,Axis Game Factory's AGFPRO v3,19-Nov-13,9.99,0.21,61,"100,000?..?200,000",00:00,00:00,Axis Game Factory LLC,Axis Game Factory LLC
437,The Apogee Throwback Pack,1-Jul-13,9.99,0.93,95,"100,000?..?200,000",00:00,00:00,Interceptor Entertainment,Apogee Software
443,Not The Robots,12-Dec-13,9.99,0.51,80,"100,000?..?200,000",00:00,00:00,2DArray,tinyBuild
482,Ravensword: Shadowlands,6-Dec-13,6.99,0.14,54,"100,000?..?200,000",00:00,00:00,Crescent Moon Games,Crescent Moon Games
488,Draw a Stickman: EPIC,3-Dec-13,3.99,0.45,77,"100,000?..?200,000",00:00,00:00,Hitcents,Hitcents
496,Ballpoint Universe - Infinite,17-Dec-13,3.99,0.68,87,"100,000?..?200,000",00:00,00:00,Arachnid Games,Arachnid Games
500,7 Grand Steps: What Ancients Begat,7-Jun-13,19.99,0.18,59,"100,000?..?200,000",00:00,00:00,Mousechief,Mousechief
509,Ohm Studio,9-Dec-13,0,0.27,66,"100,000?..?200,000",00:00,00:00,GRAOUMF,Ohm Force
39,Avadon 2: The Corruption,30-Oct-13,9.99,0.63,85/82,"50,000?..?100,000",00:00,00:00,Spiderweb Software,Spiderweb Software
99,ShootMania Storm,10-Apr-13,19.99,0.63,85/76,"50,000?..?100,000",00:00,00:00,Nadeo,Ubisoft
119,Dungeon Hearts,28-Mar-13,2.99,0.28,67/73,"50,000?..?100,000",00:00,00:00,Cube Roots,Devolver Digital
132,Aarklash: Legacy,12-Sep-13,15.99,0.47,78/72,"50,000?..?100,000",00:00,00:00,Cyanide Studio,Bigben Interactive
141,March of the Eagles,18-Feb-13,19.99,0.27,66/71,"50,000?..?100,000",00:00,00:00,Paradox Development Studio,Paradox Interactive
153,Foul Play,18-Sep-13,14.99,0.6,84/69,"50,000?..?100,000",00:00,00:00,"Mediatonic, The Irregular Corporation",Devolver Digital
154,Marc Eck?'s Getting Up: Contents Under Pressure,13-Dec-13,14.99,0.8,91/69,"50,000?..?100,000",00:00,00:00,"The Collective, General Arcade",Devolver Digital
162,Dark Fall: The Journal,3-Dec-13,4.99,0.39,74/68,"50,000?..?100,000",00:00,00:00,Darkling Room,THQ Nordic
182,Oozi: Earth Adventure,5-Dec-13,4.99,0.68,87/66,"50,000?..?100,000",00:00,00:00,Awesome Games Studio,Awesome Games Studio
187,Blood of the Werewolf,28-Oct-13,1.99,0.21,61/65,"50,000?..?100,000",00:00,00:00,Scientifically Proven,Scientifically Proven
210,Shattered Haven,18-Mar-13,9.99,0.09,45/59,"50,000?..?100,000",00:00,00:00,"Arcen Games, LLC","Arcen Games, LLC"
212,Master Reboot,29-Oct-13,14.99,0.39,74/59,"50,000?..?100,000",00:00,00:00,Wales Interactive,Wales Interactive
217,Knock-knock,4-Oct-13,9.99,0.74,89/57,"50,000?..?100,000",00:00,00:00,Ice-Pick Lodge,Ice-Pick Lodge
235,DARK,3-Jul-13,9.99,0.1,47/41,"50,000?..?100,000",00:00,00:00,Realmforge Studios,Kalypso Media Digital
236,The Chaos Engine,29-Aug-13,9.99,0.33,70/40,"50,000?..?100,000",00:00,00:00,"Abstraction Games, The Bitmap Brothers",The Bitmap Brothers
237,Montague's Mount,19-Nov-13,4.99,0.23,63/39,"50,000?..?100,000",00:00,00:00,PolyPusher Studios,PolyPusher Studios
238,Dementium II HD,17-Dec-13,NA,0.09,46/37,"50,000?..?100,000",00:00,00:00,Memetic Games,Missing Link Games
247,The 11th Hour,18-Oct-13,5.99,0.12,51,"50,000?..?100,000",00:00,00:00,Trilobyte Games,Nightdive Studios
253,YOU DON'T KNOW JACK Vol. 3,5-Nov-13,2.99,NA,N/A,"50,000?..?100,000",00:00,00:00,"Jackbox Games, Inc.","Jackbox Games, Inc."
254,Eador: Genesis,14-Oct-13,5.99,0.58,83,"50,000?..?100,000",00:00,00:00,"Alexey Bokulev, Snowbird Games",Snowbird Games
262,WRC 4 FIA World Rally Championship,25-Oct-13,29.99,0.23,63,"50,000?..?100,000",00:00,00:00,Milestone S.r.l.,"Plug In Digital, Bigben Interactive"
270,Airport Simulator 2014,19-Dec-13,9.99,0.01,10,"50,000?..?100,000",00:00,00:00,United Independent Entertainment GmbH,United Independent Entertainment GmbH
278,YOU DON'T KNOW JACK HEADRUSH,5-Nov-13,2.99,NA,N/A,"50,000?..?100,000",00:00,00:00,"Jackbox Games, Inc.","Jackbox Games, Inc."
287,Droid Assault,9-Jan-13,9.99,0.6,84,"50,000?..?100,000",00:00,00:00,Puppygames,Puppygames
293,Eryi's Action,19-Nov-13,4.99,0.74,89,"50,000?..?100,000",00:00,00:00,Xtal Sword,Xtal Sword
298,Zack Zero,29-Apr-13,2.99,0.23,63,"50,000?..?100,000",00:00,00:00,Crocodile Entertainment,Crocodile Entertainment
308,The Shivah,21-Nov-13,4.99,0.56,82,"50,000?..?100,000",00:00,00:00,,Wadjet Eye Games
311,Gravity Badgers,28-Nov-13,4.99,0.33,70,"50,000?..?100,000",00:00,00:00,Wales Interactive,Wales Interactive
313,Dysfunctional Systems: Learning to Manage Chaos,26-Sep-13,4.99,0.45,77,"50,000?..?100,000",00:00,00:00,Dischan Media,Dischan Media
324,Bus-Simulator 2012,22-Nov-13,9.99,0.04,34,"50,000?..?100,000",00:00,00:00,TML-Studios,astragon Entertainment
325,Agricultural Simulator: Historical Farming,6-Nov-13,9.99,0.01,12,"50,000?..?100,000",00:00,00:00,Actalogic,United Independent Entertainment GmbH
327,Cognition: An Erica Reed Thriller,19-Sep-13,14.99,0.56,82,"50,000?..?100,000",00:00,00:00,Phoenix Online Studios,Phoenix Online Publishing
335,Mutant Mudds Deluxe,21-Nov-13,9.99,0.49,79,"50,000?..?100,000",00:00,00:00,Renegade Kid,Good Shepherd Entertainment
345,YOU DON'T KNOW JACK Vol. 2,5-Nov-13,2.99,NA,N/A,"50,000?..?100,000",00:00,00:00,"Jackbox Games, Inc.","Jackbox Games, Inc."
346,Shadows: Price For Our Sins Bonus Edition,24-Oct-13,9.99,0.11,49,"50,000?..?100,000",00:00,00:00,8th Floor Games,"Encore, Viva Media"
347,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,27-Jun-13,NA,0.51,80,"50,000?..?100,000",00:00,00:00,nFusion Interactive,Replay Games
360,VelocityUltra,12-Dec-13,9.99,0.63,85,"50,000?..?100,000",00:00,00:00,"Curve Digital, FuturLab",Curve Digital
370,Ms. Splosion Man,3-Apr-13,9.99,0.6,84,"50,000?..?100,000",00:00,00:00,Twisted Pixel Games,Microsoft Studios
377,Dragon's Lair,17-May-13,9.99,0.47,78,"50,000?..?100,000",00:00,00:00,Digital Leisure Inc.,Digital Leisure Inc.
389,Postmortem: One Must Die(Extended Cut),3-Dec-13,2.99,0.09,45,"50,000?..?100,000",00:00,00:00,Unbound Creations,Unbound Creations
390,Zafehouse: Diaries,6-Sep-13,1.99,0.28,67,"50,000?..?100,000",00:00,00:00,Screwfly Studios,Screwfly Studios
398,YOU DON'T KNOW JACK SPORTS,5-Nov-13,2.99,NA,N/A,"50,000?..?100,000",00:00,00:00,"Jackbox Games, Inc.","Jackbox Games, Inc."
404,YOU DON'T KNOW JACK MOVIES,5-Nov-13,2.99,NA,N/A,"50,000?..?100,000",00:00,00:00,"Jackbox Games, Inc.","Jackbox Games, Inc."
407,Hate Plus,19-Aug-13,9.99,0.66,86,"50,000?..?100,000",00:00,00:00,Love Conquers All Games,Love Conquers All Games
413,Ultratron,18-Mar-13,9.99,0.77,90,"50,000?..?100,000",00:00,00:00,Puppygames,Puppygames
419,Tiny Brains,11-Dec-13,9.99,0.45,77,"50,000?..?100,000",00:00,00:00,Spearhead Games,505 Games
427,Artemis Spaceship Bridge Simulator,16-Sep-13,6.99,0.71,88,"50,000?..?100,000",00:00,00:00,,
428,Pandemonium,8-Oct-13,6.99,0.33,70,"50,000?..?100,000",00:00,00:00,Crystal Dynamics,Square Enix
440,Primal Fears,8-Jan-13,9.99,0.18,59,"50,000?..?100,000",00:00,00:00,DnS Development,DnS Development
446,Luxor 2 HD,13-May-13,9.99,0.36,72,"50,000?..?100,000",00:00,00:00,MumboJumbo,MumboJumbo
454,Kingdoms Rise,18-Nov-13,14.99,0.09,45,"50,000?..?100,000",00:00,00:00,Flyleap Studios Pty. Ltd.,Flyleap Studios Pty. Ltd.
