name,cri.rate,user.rate,date,content
"
                                    Mega Man Legacy Collection 2
                                                                    ",73,7,8,"
                            The Blue Bomber is back in this second collection of classic Capcom titles. Featuring faithful reproductions of Mega Man 7, 8, 9, & 10, this collection is bursting with additional content, from time trials and remix challenges to a music player and an extensive gallery of rare illustrations.
                            "
"
                                    Children of Zodiarcs
                                                                    ",73,7.2,7,"
                            A single-player Tactical JRPG with collectible cards and craftable dice combined with classic tactical gameplay, rich story, and memorable music. 
                            "
"
                                    SpellForce 3
                                                                    ",73,7.7,12,"
                            SpellForce 3 - A blend between RTS and RPG. SpellForce 3 goes back to the roots of the SpellForce saga and combines the RTS and RPG genre in a unique way - all in real time. Explore the world of Eo and become a true legend. 
                            "
"
                                    Starpoint Gemini Warlords
                                                                    ",73,7.1,5,"
                            A blend of space sim, RPG and 4X games. Conduct research and construction in your own gigantic space station, command your war fleets and heroic companions to invade enemy territory, build up your stronghold, trade, mine, salvage and remind your enemies why they fear you.
                            "
"
                                    Yooka-Laylee
                                                                    ",73,6.5,4,"
                            Yooka-Laylee is an all-new 3D platformer from the creative talent behind the Banjo-Kazooie and Donkey Kong Country games. Our new heroes, Yooka (the green bloke with no pants) and Laylee (the wisecracking lady-bat with the big nose) were conceptualised from the ground up for stellar platforming gameplay, created by the same character artist behind the rebooted Donkey Kong family and legendary N64 heroes Banjo and Kazooie. Using an arsenal of special moves like Yookas tongue grapple and Laylees tactical sonar blast, players will explore  and expand  gorgeous 3D worlds drawn up by esteemed environment artist Steven Hurst (Banjo-Kazooie series, Viva Pinata) and through skill discover the plethora of delicious collectibles hidden within.

FEATURES:

* Heroes Built for Fun: Our new buddy-duo were dreamed up specifically for entertaining platforming gameplay and exceptional colour coordination. We think we've captured the spirit of our past heroes while introducing our most inventive moves yet.

* An Arsenal of Abilities: Sonar blasting, tongue whipping, sky soaring a move roster built for platforming fun  and unlocked with added freedom. Additionally, there may or may not be a move involving a giant fart bubble.

* A Dream Soundtrack: David Wise (Donkey Kong Country) and Grant Kirkhope (Banjo-Kazooie) combine in what's sure to be a melodic masterpiece! Seriously, clean out your ears - they're in for a treat.

* Collect-em-up 2.0: A roster of shiny collectibles with gameplay progression at their core (as well as other, more valuable materials). Every collectible type in our new game will expand gameplay in a meaningful way. Yes, we employ the man responsible for DK64's myriad of trinkets, but we've had a stern word. Our main collectible, Pagies, are used to unlock and expand new worlds in Yooka-Laylee.

* Expandable Worlds: Experience more of the playgrounds you love by spending collectibles to expand your favourites into bigger, more challenging worlds.

* A Cast to Last: A huge cast of memorable characters to meet (or beat) brought to life by the art and audio teams behind Banjo-Kazooie and destined to endure in future games as part of Playtonic Universe. Expect all manner of grunts, squeaks and squawks.

* Introducing Play Tonics: Discover these unique gameplay modifiers and use them to customise gameplay to suit your style. Will you run faster, hit harder or fly further? Also, are they named after our studio or vice versa? We'll never know.

* Arcade machines: Each world hides at least one secret arcade game encasing old-school gaming goodness. Complete its retro-tastic challenge to claim your Pagie!
                            "
"
                                    Call of Duty: WWII
                                                                    ",73,3.3,11,"
                            Call of Duty returns to its roots with Call of Duty: WWII - a breathtaking experience that redefines World War II for a new gaming generation. Land in Normandy on D-Day and battle across Europe through iconic locations in historys most monumental war. Experience classic Call of Duty combat, the bonds of camaraderie, and the unforgiving nature of war against a global power throwing the world into tyranny.
                            "
"
                                    The Surge
                                                                    ",72,6.9,5,"
                            Set in a dystopian future as Earth approaches the end of its long life, those who remain in the overpopulated cities need to work to survive as social programs become saturated by an ageing population and increasing environmental diseases. As the intelligence of technology incrementally increased over the years, many jobs for the human race had been made redundant, forcing Earth's people to flee to the suburbs seeking labor, aided by exoskeletons to improve their efficiency. The world of The Surge offers a grim vision of the future, one in which the evolution of our technology, our society and our relationship with the environment led to a decadent state of the Human condition. The Surge features innovative combat mechanics and an original character progression system based on modular upgrades gained through tight, visceral combat.
                            "
"
                                    Tower 57
                                                                    ",72,6.5,11,"
                            Tower 57 is a fast-paced neo-retro shooter where cooperation is as important as your ammo capacity. As a member of an extraordinary task force fight your way through a dieselpunk megatower and uncover its hidden secrets.
                            "
"
                                    Mass Effect: Andromeda
                                                                    ",72,4.9,3,"
                            The story opens after a 600-year journey to the Andromeda galaxy, as the crew begins searching for a new home for humanity. The dreams of easy settlement are quickly shattered, as worlds expected to be paradises are instead wastelands, and the Pathfinder discovers that not all inhabitants of the galaxy welcome humanity. Terrifying enemies will challenge players and their crew, forcing them to utilize destructible environments, vertical movement through boosted jumps, customizable weapons, Biotics and other tools in their arsenal to even the playing field in a combat system and character progression that is more thrilling and open than ever. Mass Effect: Andromeda also features a separate team-based online multiplayer mode where players can engage in fast, fluid and frenetic combat to work together and achieve success. Utilizing combat skills, strategies, weapons and abilities gained from the field, players must coordinate to take down overwhelming forces. [Electronic Arts]
                            "
"
                                    The Wardrobe
                                                                    ",72,7.1,2,"
                            Inspired by the great ¡¥90s classics such as 'Monkey Island', 'Day of the Tentacle', 'Tony Tough' and 'Sam & Max: Hit the Road', ""The Wardrobe"" has a strong sense of humour, but isn't shy about dealing with mature and non-politically correct themes.
                            "
"
                                    Purrfect Date
                                                                    ",72,NA,12,"
                            Purrfect Date is a cross between a Visual Novel, a Dating Sim, and a dark British comedy. You, a human, will get to date cats and uncover the dark secrets of the mysterious Cat Island.
                            "
"
                                    Styx: Shards of Darkness
                                                                    ",72,7.6,3,"
                            Following the fall of Akenash tower, an extraordinary matter has forced Styx out of hiding and into Korrangar, city of the Dark Elves. Supposedly impregnable, a diplomatic summit offers Styx a chance at slipping in unnoticed. His infiltration complete, Styx will stop at nothing to accomplish the robbery of a lifetime: stealing a scepter of immense and indomitable power.

Embark upon a stealthy adventure with new enemies, new environments, and a plethora of new mechanics refining the abilities of Styx - grappling around corners, climbing ropes, and using his trusty knife to zip line!
                            "
"
                                    Dream Daddy: A Dad Dating Simulator
                                                                    ",72,7.7,7,"
                            Dream Daddy: A Dad Dating Simulator is a game where you play as a Dad and your goal is to meet and romance other hot Dads. Are you ready? Hi ready, I'm Dad.
                            "
"
                                    ECHO (2017)
                                                                    ",72,7,9,"
                            After a century in stasis the girl En arrives at her destination: A Palace out of legend. Out here, using forgotten technologies, she hopes to bring back a life that shouldn¡¦t have been lost. But nothing could prepare her for what she¡¦ll face in the ancient halls below.
                            "
"
                                    Narcosis
                                                                    ",72,6.2,3,"
                            Narcosis is a survival story set at the hostile depths of the Pacific Ocean. Stranded after an accident, an industrial diver takes desperate steps to surface before his oxygen - and sanity - give out.
                            "
"
                                    The Mage's Tale
                                                                    ",72,7.5,6,"
                            Welcome, apprentice of the mystic arts! The corrupt wizard Gaufroi has kidnapped your master, Mage Alguin, and only you have any hope of saving him. You may be an apprentice now, but to save your master, you will need to explore ten deadly dungeons, decipher mind-bending puzzles, avoid terrifying traps, and vanquish hordes of vicious monsters. Until you are able to wield every elemental power in the palm of your hand, evil remains ascendant. It is your turn now to sling gouts of flame, javelins of ice, arcs of lightning, and swirling tempests. Don your wizard¡¦s robe and begin your Mage¡¦s Tale. [Oculus]
                            "
"
                                    Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling
                                                                    ",72,6.8,8,"
                            In the wake of an epic battle, the Guardians discover an artifact of unspeakable power. Each of the Guardians has a reason to desire this relic, as does a ruthless enemy who will stop at nothing to tear it from their hands. From Earth to the Milano to Knowhere and beyond, this five-part episodic series puts you in the rocket-powered boots of Star-Lord in an original Guardians adventure.
                            "
"
                                    imprint-X
                                                                    ",72,NA,1,"
                            A button-based puzzle game containing 100 levels to unlock and 700 buttons to press. You are one of the hacker clones, saving intellects by hacking into infected brains and defeating the mysterious Wardens. 
                            "
"
                                    Kingdoms and Castles
                                                                    ",72,7.1,7,"
                            Kingdoms and Castles is a game about growing a kingdom from a tiny hamlet to a sprawling city and imposing castle.
                            "
"
                                    Marvel's Guardians of the Galaxy - Episode 2: Under Pressure
                                                                    ",72,5.7,6,"
                            From Earth to the Milano to Knowhere and beyond, and set to the beat of awesome music, this five-part episodic series puts you in the rocket-powered boots of Star-Lord in an original Guardians adventure.
                            "
"
                                    Albion Online
                                                                    ",72,4.6,7,"
                            Set in a medieval, cross-platform word, Albion Online will allow players to conquer, colonize and defend territories all in a classless character customization system tailored for dynamic full loot PvP battles where every encounter is different.
                            "
"
                                    Senran Kagura: Estival Versus
                                                                    ",71,6.9,3,"
                            The flame that burns twice as bright burns half as long, and so it is with the lives of young shinobi. Death comes swiftly  for the lucky ones  and, for those still living, grief is a constant companion. Ry&#333;bi and Ry&#333;na, two shinobi sisters of the Hebijo Clandestine Girls Academy elite, know that truth all too well, and they mourn their beloved elder sister every day.

But, when a mystical phenomenon appears, drawing the shinobi worlds finest young ladies into a parallel dimension, everything they know about life and death turns upside down. Taken to a strange world resembling a warm summer island, the girls find themselves face to face with their departed loved ones.

The islands mysterious mistresses challenge the girls, who hail from four rival schools, to a contest of strength and wits. The winning school, she promises, will not only learn the highest secrets of shinobi lore, but will also have the honour of laying their loved ones souls to rest.

The buxom beauties prepare for a new kind of battle, facing not only their rivals, but questions galore. Can the island's hosts be trusted? Will the other schools play fair, team up, or cheat? Will there be time to enjoy the beach before the fighting starts? Will anyone manage to keep their clothes intact? And if they win, can they bear to be parted from their loved ones a second time?
                            "
"
                                    Conarium
                                                                    ",71,7,6,"
                            Conarium is a chilling Lovecraftian game, which follows a gripping story involving four scientists and their endeavor to challenge what we normally consider to be the ¡¥absolute¡¦ limits of nature. Inspired by H.P. Lovecraft¡¦s novella ""At the Mountains of Madness"", but largely set after the original story.
                            "
"
                                    Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block
                                                                    ",71,7,9,"
                            Jesse and the gang must brave a dangerous prison and its even more dangerous inmates to reach the secret at the prison's heart... But when the enemy tries to recruit Jesse's friends, will they be able to resist the call?
                            "
"
                                    Titan Quest: Ragnarok
                                                                    ",71,6.5,11,"
                            At long last, Titan Quest continues its epic journey through the world of antiquity. A mysterious threat calls the heroes of Hades to the uncharted lands of northern Europe, where new enemies await and new powers and treasures are waiting to be found. This new expansion to the acclaimed Anniversary Edition of Titan Quest adds a fifth act of unprecedented scope, along with many new and requested features including new weapon types and a 10th Mastery for your characters to learn.
                            "
"
                                    Arktika.1
                                                                    ",71,8.6,10,"
                            ARKTIKA.1 is a highly immersive, action-packed, first-person shooter designed exclusively for Oculus Touch. Nearly a century in the future, the world has fallen into a new ice age in the aftermath of a silent apocalypse. Only the equatorial regions remain habitable, yet pockets of humanity survive in small numbers all over the planet, hanging onto existence in the resource-rich territories to the north and south--resources that everyone wants to control... Protect the colony in the wastelands of old Russia from raiders, marauders, and horrifying creatures. Be the savior. 
                            "
"
                                    Alwa's Awakening
                                                                    ",71,7,2,"
                            Use your magic staff and progress through a large interconnected world where you'll solve puzzles, fight enemies and defeat bosses in order to help free the land of Alwa. Explore and uncover the secrets by using your platforming skills in this challenging and charming 8-bit adventure game.
                            "
"
                                    LEGO Worlds
                                                                    ",71,6.3,3,"
                            In a galaxy of procedural worlds made entirely from LEGO bricks, will you... EXPLORE environments filled with adventure, then alter them? DISCOVER secrets and treasures, then play with them? CREATE your own models, then make a world your own? In LEGOR Worlds, it¡¦s up to you. 
                            "
"
                                    The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water
                                                                    ",71,5.8,4,"
                            The latest chapter continues to follow Javier and Clementine¡¦s journeys through the zombie apocalypse.
                            "
"
                                    Marvel's Guardians of the Galaxy - Episode 4: Who Needs You
                                                                    ",71,6.1,10,"
                            In the wake of an epic battle, the Guardians discover an artifact of unspeakable power. Each of the Guardians has a reason to desire this relic, as does a ruthless enemy who will stop at nothing to tear it from their hands. From Earth to the Milano to Knowhere and beyond, this five-part episodic series puts you in the rocket-powered boots of Star-Lord in an original Guardians adventure.
                            "
"
                                    Snake Pass
                                                                    ",71,7.6,3,"
                            Slither, coil and climb your way to the top of Haven Tor in this one of a kind physics based, puzzle platform adventure from award winning independent studio Sumo Digital!

                            "
"
                                    Minecraft: Story Mode Season Two - Episode 1: Hero in Residence
                                                                    ",71,2.3,7,"
                            Now that Jesse and the gang have vanquished the Wither Storm, saved the world, and become totally super famous heroes, life has gotten a bit more¡K complicated. With more responsibilities and less time for adventure, old friendships have started to fade ¡X at least until Jesse¡¦s hand gets stuck in a creepy gauntlet that belongs to an ancient underwater temple.
                            "
"
                                    Batman: The Enemy Within - Episode 2: The Pact
                                                                    ",71,7.1,9,"
                            Harley Quinn, the standout character in the episode, exhibits a drastic shift in her power dynamic with Joker.
                            "
"
                                    Aporia: Beyond The Valley
                                                                    ",71,6.7,7,"
                            Aporia: Beyond The Valley is a first person adventure puzzle game, set in a beautifully realised world and with a story told without text or dialogue.
                            "
"
                                    OVIVO
                                                                    ",71,7,5,"
                            OVIVO is a metaphoric game filled with illusions and hidden messages. In the world of OVIVO Black and White exist in harmony. Constantly intertwining and replacing each other they maintain balance. The main character named OVO created from these two halves of the world and it has the ability to switch between them. OVO travels through the metaphoric world, overcomes various dangers and collects mysterious symbols. These symbols help you to unravel the story of this world but how you interpret it is completely up to you.
                            "
"
                                    A Normal Lost Phone
                                                                    ",71,7.1,1,"
                            A Normal Lost Phone is a game about exploring the intimacy of an unknown person whose phone was found by the player.
                            "
"
                                    Batman: The Enemy Within - Episode 3: The Fractured Mask
                                                                    ",71,7.4,11,"
                            Discover the powerful and far-reaching consequences of your choices as the Dark Knight. The fate of Bruce Wayne, his dark persona, Batman, and Gotham hang in the balance.
                            "
"
                                    Loot Rascals
                                                                    ",71,6.6,3,"
                            Only you can rescue Big Barry - your huge robot head pal - from a space theme park that¡¦s been invaded by a tentacled pan-dimensional godbeast.
                            "
"
                                    Pinstripe
                                                                    ",71,7.5,4,"
                            Pinstripe is an emotionally charged adventure through Hell created entirely by a one-man team over the course of five years. Play as Teddy, an estranged ex-minister forced to venture through the frozen afterlife in search of his three-year-old daughter Bo, and her perverse kidnapper. Discover the dark secrets of Teddy's past, and confront his sleazy, demonic nemesis, Mr. Pinstripe.
                            "
"
                                    Drifting Lands
                                                                    ",71,NA,6,"
                             Drifting Lands is an hybrid of classical horizontal shoot'em'up with a lot of strong gameplay elements coming straight from the action-RPG genre. If you want an original diablo-like game or you want a different kind of shoot'em'up, you're in the right place.
                            "
"
                                    Pro Cycling Manager 2017
                                                                    ",71,6.4,6,"
                            Become the manager of a professional cycling team and compete against today's best riders in over 200 races (500+ stages) across the world, including iconic races such as La Vuelta and the iconic Tour de France.
                            "
"
                                    Road Redemption
                                                                    ",71,7.2,10,"
                            Road Redemption is an action racing game where you lead your motorcycle gang on an epic journey of pursuit, blood, and speed. Through your travels, you will upgrade your character, bike, and weapons by completing races, assassinations, robberies, and more. You¡¦ll need to use kicks, grabs, counters, and other moves to stay alive. Death is a constant companion on the roads of the wasteland, but it is not an end if you are killed, you keep everything you¡¦ve earned so you can get back in the race. Through local and online multiplayer, you can work together with your friends or grind them into road dust beneath your tires. You can play multiplayer online or through 2-4 player splitscreen.
                            "
"
                                    Beat Cop
                                                                    ",71,7.7,3,"
                            A retro, pixel art style adventure in New York, inspired by 80¡¦s cop shows. You are Jack Kelly and you¡¦ve been framed for murder. Now as a regular beat cop you have to find out, who did that. Expect thick crime story, a lot of black humour and all the other things you can find on the streets of Brooklyn.
                            "
"
                                    ARK: Survival Evolved
                                                                    ",70,4.9,8,"
                            Stranded on the shores of a mysterious island, you must learn to survive. Use your cunning to kill or tame the primeval creatures roaming the land, and encounter other players to survive, dominate... and escape.
                            "
"
                                    Tokyo 42
                                                                    ",70,7,5,"
                            Tokyo 42 is the lovechild of Syndicate and GTA 1. Set in a future Tokyo, the game will see you become an assassin and uncover a dark conspiracy that will affect everyone. 
                            "
"
                                    Yonder: The Cloud Catcher Chronicles
                                                                    ",70,6.7,7,"
                            Yonder shipwrecks players on the vast island of Gemea, a land enshrouded in an evil murk.  By exploring the land, joining forces with the locals and contributing to their community through optional talents like farming, crafting, cooking, fishing and brewing, adventurers can help the island flourish.
                            "
"
                                    Immortal Redneck
                                                                    ",70,7,4,"
                            Immortal Redneck is a FPS set in Egypt with rogue-lite elements. Frantic gameplay, twitch controls and an arcade-style feel meet procedural dungeons, a complete skill tree, permanent death and 9 classes with different traits.

                            "
"
                                    Blackwood Crossing
                                                                    ",70,6.9,4,"
                            Blackwood Crossing is a single-player, first person narrative game. An intriguing tale exploring the relationship of Scarlett and Finn, two siblings who are growing apart. When their paths cross with a ghostly figure, an ordinary train ride evolves into a haunting adventure of love, death and magic.
                            "
"
                                    Halo Wars 2
                                                                    ",70,5.8,2,"
                            Lead Spartans, Warthogs and other classic Halo fighting forces in a brutal war against a terrifying new enemy on the biggest Halo battlefield ever.- All-new, Action-packed Story ¡V The heroes of Halo Wars return to find themselves - and the galaxy - in more danger than ever. Following the events of Halo 5, the all-new story is told in action-packed missions set on the legendary Halo destination known as the Ark. Players will strategically command overwhelming firepower in large-scale battles against a terrifying threat facing the UNSC and all of humanity.- Build Your Halo Army ¡V Construct your bases, prepare your vehicles and amass your troops. Lead them into huge battles that span across alien environments in a vast collection of campaign and multiplayer maps.- Multiplayer Warfare ¡V Play with or against your friends and the Xbox Live community in up to 3v3 matches. All-new units with explosive firepower, Leaders with special abilities that help to turn the tide in battle and thrilling multiplayer modes are at your fingertips as you wage war on a variety of maps.- Blitz: Instant Command ¡V Blitz is an entirely new way to experience Halo Wars and real-time strategy gameplay. Combining tactical combat with card-based strategy, your deck is your army in Blitz as you build collections of powerful Halo vehicles and troops and command those units in fast-action matches online or solo against waves of enemies.
                            "
"
                                    Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue
                                                                    ",70,5.4,4,"
                            Marvel¡¦s Guardians of the Galaxy: The Telltale Series delivers a wholly new story of the universe¡¦s unlikeliest heroes, the rag-tag band of outlaws who go by the names Star-Lord, Gamora, Drax, Rocket, and Groot. In the wake of an epic battle, the Guardians discover an artifact of unspeakable power.
                            "
"
                                    Sudden Strike 4
                                                                    ",70,7.5,8,"
                            Sudden Strike is back! The beloved Real Time Strategy series returns, this time with bigger battlefields, more units, better graphics, new scenarios and legendary commanders with individual abilities  all of which makes Sudden Strike 4 more tactical and realistic than ever before!

Sudden Strike 4 sends you off on three extensive campaigns set amongst the battlefields of World War 2. Commanding the British and American, German or Soviet troops, you will lead over 100 different units into battle; like the German bomber Heinkel He111, the Russian T-34 tank, the British Hawker Typhoon fighter plane and the notorious German PanzerkampfwagenVI Tiger. In a first for the Sudden Strike series, you can now choose from one of nine individual commanders, such as George Patton or Bernard Montgomery, who will each allow for different approaches to combat and boast unique abilities.

Prove your strategic expertise in over 20 demanding single player scenarios, the challenge-focused skirmish mode and the ultra-competitive multiplayer mode. Excellence will be rewarded through a unique reward system, where successfully completing missions will unlock exclusive content, such as historical film footage from the era.

Sudden Strike 4 offers countless ways to vanquish your opponents. Exploit the weak spots of tanks, set up an ambush, occupy buildings with infantry, outmaneuver the enemy with clever positioning or unleash devastating air strikes  how you approach each mission is up to you!
                            "
"
                                    Tokyo Dark
                                                                    ",70,6.2,9,"
                            Legend tells of a door deep below Tokyo's sewers. All who enter are lost forever. Detective Ito's partner is missing. Explore Tokyo & uncover the darkness that lays beneath the streets in this Point & Click - meets Visual Novel - narrative adventure that questions the very core of Ito's sanity.
                            "
"
                                    Mr. Shifty
                                                                    ",70,7.3,4,"
                            Shift through bullets, and master lightning-fast takedowns in an all new kind of action game from tinyBuild and Team Shifty. Mr. Shifty follows a teleportation-fueled heist to break into the world's most secure facility. 
                            "
"
                                    The Fidelio Incident
                                                                    ",69,6.2,5,"
                            The Fidelio Incident is a single-player, first-person thriller set off the coast of Iceland. Inspired by Beethoven's only opera Fidelio. After a violent plane crash, Stanley must search a desolate frozen island in search of his wife Leonore while covering up any traces of their identity.
                            "
"
                                    Warhammer 40,000: Sanctus Reach
                                                                    ",69,7.4,1,"
                            Warhammer 40,000: Sanctus Reach is a 3D turn-based strategy game like you¡¦ve never seen before: fast, immediate, deep, impressive to look at and incredibly fun! Fight through a dark era of carnage and endless war and lead the Space Wolves in a struggle to defend the last bastion of mankind.
                            "
"
                                    Tom Clancy's Ghost Recon: Wildlands
                                                                    ",69,6.2,3,"
                            Taking place a few years into the future, Ghost Recon Wildlands empowers players to lead a team of Ghosts, a four-player U.S. Elite Special Operations unit, on a covert mission to destroy the Santa Blanca drug cartel, an underworld force and growing global threat within Ubisoft¡¦s imagining of a beautiful, yet dangerous Bolivia. With hundreds of villages and well-known landmarks, local legends and various factions and regions, players venture into a vast world with which to interact and explore. The Ghosts¡¦ upgradable skills, along with a vast arsenal of weapons, vehicles and drones, help them defeat their almighty enemy. Gamers can play the entire game solo or they join up with as many as three friends in co-op to roam freely in this vast playground. [Ubisoft]
                            "
"
                                    AER: Memories of Old
                                                                    ",69,6.6,10,"
                            AER puts you in the shoes of Auk, a magical shape-shifting girl who can transform between human and bird.
                            "
"
                                    DOOM VFR
                                                                    ",69,5.1,11,"
                            Available for PlayStation VR and VIVE platforms, this DOOM adventure will bathe you in virtual carnage. Developed by id Software, the studio that pioneered the first-person shooter genre and modern VR, DOOM VFR brings the fast-paced, brutal gameplay fans of the series love to virtual reality. Immerse yourself in the UAC facility on Mars and the depths of Hell, as your skills are put to the test through intense combat and challenging puzzle-solving. Play as a cybernetic survivor who is activated by the UAC to fight the demon invasion, maintain order, and prevent catastrophic failure at the Mars facility. Lay waste to an army of demonic foes as you explore and interact with the outlandish world of DOOM from an entirely new perspective.
                            "
"
                                    DESYNC
                                                                    ",69,7.5,2,"
                            DESYNC is a single-player first person action game that begs you to play dangerously and creatively. Eliminate your opponents as you perform violent attack sequences using the explosive digital weaponry and lethal side-arms at your disposal. 
                            "
"
                                    The Signal From Tolva
                                                                    ",69,6.6,4,"
                            The Signal From Tolva is an open-world first-person shooter set on a distant, haunted, future world. Unlock savage weapons and recruit robots to fight alongside you as rival factions struggle to discover the source of the mysterious signal. What you discover will decide the fate of a world. 
                            "
"
                                    .hack//G.U. Last Recode
                                                                    ",69,6.5,11,"
                            .hack//G.U. is back! Log back into the .hack//G.U. trilogy and return to ""The World,"" as Haseo tracks down Tri-Edge in .hack//G.U. Last Recode, now with enhanced graphics, improved gameplay, and brand new modes! This collection includes all 3 original .hack//G.U. titles, Rebirth, Reminisce, and Redemption, all fully restored and remastered for PS4.

Immerse yourself in ""The World,"" a MMORPG, and find out what is real and what is reality in .hack//G.U. Set in 2017, years after the events of the first .hack series, ""The World"" has now been rebuilt. Follow Haseo as logs into ""The World"" and hunts PKs (Player Killers), in order to gain strength and track down Tri-Edge, a strong PK who attacked his friend, Shino, in the game and put her into a coma in real life. Relive the drama and epic battles in 1080p and 60fps, and improved battle balance and pacing for the definitive .hack//G.U. experience.
                            "
"
                                    Marvel vs. Capcom: Infinite
                                                                    ",69,5.1,9,"
                            The epic clash between two storied universes returns with Marvel vs. Capcom: Infinite, the next era of the action-fighting game series. Marvel and Capcom universes collide like never before as iconic characters team up for action-packed player-versus-player combat. 
                            "
"
                                    Tiny Metal
                                                                    ",68,3.8,12,"
                            A turn-based strategy game of intrigue with a distinct Japanese flavor that takes place in the aftermath of your king's assassination. Roll out the tanks, create more troops, expand your squad, and struggle for territory with war-room levels of control!

                            "
"
                                    Agents of Mayhem
                                                                    ",68,5.4,8,"
                            In the wake of a global assault, the world has fallen under the rule of LEGION, a supervillainous cabal of criminal masterminds and costumed megalomaniacs. The only people who are capable of turning the tide are the Agents of MAYHEM. Led by Persephone Brimstone, these uniquely skilled agents are going to take down this New World Disorder by any means necessary. Take the fight to LEGION in Seoul: The City of Tomorrow, an open world chock full of world-shaking missions, city-spanning doomsday devices, and evil underground lairs. Take your team of three Agents into the field and swap between them on the fly for maximum mayhem. Upgrade and customize your Agents to create your personal dream team of gadget-wielding anti-heroes. Upgrade the ARK¡VMAYHEM HQ¡Vto unlock even more mayhem-making means. [Deep Silver]

                            "
"
                                    Seven: The Days Long Gone
                                                                    ",68,7.2,12,"
                            If there's one place that Master Thief Teriel avoids at all costs, it's the prison island of Peh. But when a daring heist takes an unexpected turn, Teriel finds himself shackled on an airship bound for the infamous island. To make matters worse, the daemon inside his head makes it very clear that the thief will never leave unless he does exactly what he's told.

In Seven: The Days Long Gone you play as Teriel. You must use all of your cunning and clandestine skills to escape a web of deceit and betrayal, and ultimately survive Peh.
                            "
"
                                    Shiness: The Lightning Kingdom
                                                                    ",68,7.2,4,"
                            Shiness is an Action-RPG developed by indie development studio Enigami, which will let you travel in a captivating universe doomed to destruction ever since the fragmentation of the planet Mahera... 
                            "
"
                                    Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin'
                                                                    ",68,7.1,11,"
                            In the aftermath of an unbearable sacrifice, the Guardians finally fracture. With her opposition in shambles, Hala renews her campaign of death and devastation, carving a path of indiscriminate destruction en route to Knowhere.
                            "
"
                                    Outcast: Second Contact
                                                                    ",68,7,11,"
                            Outcast: Second Contact is an open world action-adventure game taking the player to an extra-terrestrial planet as dangerous as it is beautiful. You take the role of Cutter Slade, an elite soldier sent on a mission to Adelphi, home of an ancient and advanced alien civilisation. Your choices and actions will determine humanity's survival.

Outcast: Second Contact is the complete remaster of the cult game Outcast. The first open, 3D world in the history of video games and a true pioneer in the action-adventure genre -- the original game won over 100 awards including adventure game of the year!
                            "
"
                                    Skylar & Plux: Adventure on Clover Island
                                                                    ",68,6.2,5,"
                            Skylar & Plux: Adventure on Clover Island sets two unlikely heroes on an adventure to prevent the villainous CRT from conquering their home and turning it into a wasteland.
                            "
"
                                    Blitzkrieg 3
                                                                    ",68,2.8,6,"
                            Blitzkrieg 3 is a World War II real-time strategy game from Nival.
                            "
"
                                    911 Operator
                                                                    ",68,7.7,2,"
                            911 OPERATOR is a game about the difficult work of people that manage emergency lines and services. Main task is to answer incoming calls and to react properly -- give first aid instructions, advise, dispatch correct number of fireman, police, ambulances, or sometimes just ignore the call.
                            "
"
                                    The Long Journey Home
                                                                    ",68,7.2,5,"
                            Explore an endlessly shifting universe. Forge alliances with powerful alien races. Harness your crew¡¦s skills, from research to archaeology to space combat. Do whatever it takes to get Home. 
                            "
"
                                    Solstice Chronicles: MIA
                                                                    ",68,6.8,7,"
                            Battle for survival against waves of Martian mutants in this tactical twist on twin-stick shooters. Using the skills of your drone companion, make fight-or-flight decisions that drastically alter the threats you face. Will your choices lead you to freedom... or your doom?
                            "
"
                                    Songbringer
                                                                    ",68,NA,9,"
                            Explore 308 million procedurally-generated worlds. Awaken and face dormant evil. Uncover lost technology and create powerful artifacts. Those familiar with the nanosword will crush giants and check galactic war. 
                            "
"
                                    2Dark
                                                                    ",68,5.4,3,"
                            2Dark is a stealth adventure game developed by Frederick Raynal, the pioneer of survival horror games and creator of Alone in the DarkR. Make your way through the lairs of psychopaths, unravel intrigue where madness mingles with horror, and, above all, save the kids!
                            "
"
                                    Elex
                                                                    ",67,6.9,10,"
                            Advanced in technology, civilized and with a population of billions, Magalan was a planet looking to the future. Then the meteor hit. Those who survived are now trapped in a battle to survive, a struggle to decide the fate of a planet. At the center of this fight is the element ""Elex"". A precious, limited resource that arrived with the meteor, Elex can power machines, open the door to magic, or re-sculpt life into new, different forms. But which of these choices should be the future of Magalan? Can technology, or magic save this world? Or will this new power destroy all those left alive amongst the ruins? 

Elex is an action, role-playing open world game for PC and Consoles, developed by Piranha Bytes, creators of the award winning Gothic series and is set in a brand new, post-apocalyptic, Science-Fantasy universe where magic meets mechs.
                            "
